song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,year
Vangada Vangada,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:37,Tamil,04-08-2022,0.65,0.24,0.839,0.1,-7.47,0.086,119.962,0,6,0.073,4,30,8618041,2022
Thanikkudithanam - Part - 4,Sri Jayan|Parvathi Ramanathan|Gemini Mahalingam|Shobha|Poornam Viswanathan|Vijayapriya|Manakkal Mani|Chandru|Kovai Bathu|T. V. C. N. Rajagopal|Karur Nagaraj,/artist/sri-jayan|/artist/parvathi-ramanathan|/artist/gemini-mahalingam|/artist/shobha|/artist/poornam-viswanathan|/artist/vijayapriya|/artist/manakkal-mani|/artist/chandru|/artist/kovai-bathu|/artist/t-v-c-n-rajagopal|/artist/karur-nagaraj,22:07,Tamil,05-09-2009,0.92,0.192,0.254,0.769,-13.775,0.021,119.992,1,1,0.0355,4,51,2731211,2009
Ithanai Naalaana Pinnum,M.S. Subbulakshmi,/artist/ms-subbulakshmi,02:41,Tamil,08-02-2001,0.57,0.26,0.325,0.7,-8.696,0.029,136.581,0,1,0.01,4,61,563267,2001
L O V E - Lovethaan,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,04:19,Tamil,11-06-2021,0.33,0.37,0.756,0.2,-9.004,0.037,120.016,1,10,0.0288,4,65,1553249,2021
Thangidathan Vanthan,Soolamangalam Sisters,/artist/soolamangalam-sisters,05:23,Tamil,07-06-2001,0.2,0.975,0.363,0.715,-4.071,0.07,180.022,0,6,0.084,4,97,506408,2001
Ungappa Vangi Thanda,S. Janaki|Vidya,/artist/s-janaki|/artist/vidya,04:49,Tamil,08-12-2008,0.47,0.39,0.509,0.204,-2.784,0.06,156.01,1,1,0.03,4,76,4659731,2008
Anandha Veenai Naan Meetum Podhu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:17,Tamil,01-08-2021,0.05,0.45,0.392,1.0,-3.44,0.009,110.014,1,0,0.081,4,72,8859687,2021
Anbukku Naan Adimai,K J Yesudas,/artist/k-j-yesudas,04:55,Tamil,02-10-2003,1.0,0.52,0.446,0.258,-8.486,0.071,112.938,1,11,0.09,4,55,3998638,2003
Yenamma Sivanthathu,Vani Jairam,/artist/vani-jayaram,04:45,Tamil,06-11-2001,0.88,0.421,0.648,0.939,-10.381,0.07,177.314,1,2,0.0754,4,36,7617657,2001
Sudaana Ennangal,S. Janaki|P. Jayachandran,/artist/s-janaki|/artist/p-jayachandran-1,04:37,Tamil,11-05-2021,0.99,0.61,0.643,0.5,-11.09,0.03,111.772,0,5,0.018,4,48,9551537,2021
Enna Enna Inikkithu,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:49,Tamil,07-01-2005,0.9,0.65,0.897,1.0,-13.805,0.07,159.212,0,6,0.038,4,27,6213436,2005
Vatcha Paarvai,K J Yesudas,/artist/k-j-yesudas,04:08,Tamil,04-10-2008,0.66,0.16,0.867,0.3,-9.739,0.0403,129.165,1,8,0.0151,4,28,4252909,2008
Oh Little Flower,T.M. Soundararajan,/artist/tm-soundararajan,03:27,Tamil,02-01-2020,0.5,0.16,0.046,0.237,-7.632,0.0318,129.041,0,10,0.04,4,90,2308291,2020
Umbar Tharuthenum,Pitthukuli Murugadas,/artist/pitthukuli-murugadas,02:59,Tamil,11-09-2006,0.56,0.43,0.043,0.8,-6.272,0.079,105.99,1,11,0.07,4,66,6548509,2006
Idhu Kaala Kaalam,P. Jayachandran|S. Janaki,/artist/p-jayachandran-1|/artist/s-janaki,04:31,Tamil,09-03-2007,0.12,0.725,0.599,0.745,-2.279,0.075,107.661,1,8,0.015,4,27,6528463,2007
Yogam un Vasal Thedi,Malaysia Vasudevan|S. P. Sailaja,/artist/malaysia-vasudevan|/artist/s-p-sailaja-2,03:39,Tamil,04-08-2022,0.22,0.763,0.278,0.182,-9.057,0.0457,155.984,0,1,0.054,4,80,6034744,2022
Aananda Raagam,K J Yesudas,/artist/k-j-yesudas,04:03,Tamil,07-02-2008,0.02,0.8,0.653,0.2,-6.742,0.0991,174.994,1,6,0.084,4,79,6265560,2008
Yae Paadal Ondru (Saxophone),Jadav,/artist/jadav,04:06,Tamil,06-10-2020,0.24,0.87,0.57,0.0,-10.603,0.0726,199.912,1,8,0.06,4,39,5137356,2020
Naalai Muthal,Vani Jairam,/artist/vani-jayaram,04:50,Tamil,09-09-2023,0.23,0.794,0.293,0.84,-7.395,0.01,133.02,1,8,0.096,4,86,608018,2023
Malare Malare Unekendru,P. Susheela,/artist/p-suseela-2,04:50,Tamil,07-07-2009,0.97,0.25,0.996,0.7,-2.811,0.032,135.999,1,10,0.0163,4,43,1330604,2009
Vol 1 - Part - 1,M. L. Vasanthakumari,/artist/m-l-vasanthakumari-1,16:17,Tamil,02-02-2004,0.72,0.052,0.266,0.09,-10.861,0.0766,151.955,1,8,0.005,4,67,8855021,2004
Vazhi Maele,M.L. Vasanthakumari,/artist/ml-vasanthakumari,02:25,Tamil,11-11-2001,0.79,0.857,0.089,0.629,-5.942,0.07,143.014,0,8,0.0716,4,34,5475027,2001
Thane Paduthe,P Suhseela,/artist/p-suhseela,04:20,Tamil,05-12-2001,0.94,0.628,0.497,0.948,-11.354,0.06,129.996,1,0,0.059,4,95,10962434,2001
Penkulathin,Nagoor M. M. Yoosuff,/artist/nagoor-m-m-yoosuff-1,03:01,Tamil,10-07-2021,0.44,0.99,0.988,0.8,-10.227,0.0023,138.06,1,3,0.0885,4,46,4339003,2021
Kirukku Paiyaa Kirukku Paiyya,Prasanthini|Sathyan,/artist/prasanthini|/artist/sathyan,05:03,Tamil,05-11-2023,0.85,0.37,0.115,0.6,-11.641,0.0439,157.242,0,6,0.08,4,74,8662114,2023
Ennaththil (Ondre Solvaan),T.M. Soundararajan,/artist/tm-soundararajan,05:25,Tamil,12-02-2008,0.26,0.62,0.631,0.9,-12.271,0.076,180.05,1,1,0.0215,4,25,1885215,2008
Manasirukkanum,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,03:57,Tamil,05-08-2021,0.56,0.778,0.328,0.708,-7.106,0.085,139.639,0,6,0.0901,4,52,9877956,2021
Neraana Nedumsaalai,M. S. Viswanathan,/artist/m-s-viswanathan-2,03:14,Tamil,05-06-2004,0.04,0.43,0.991,0.2,-7.753,0.067,135.035,0,8,0.03,4,99,10369777,2004
Ellorum Paarka,L.R. Eswari,/artist/lr-eswari-2,03:30,Tamil,07-04-2002,0.02,0.158,0.546,0.892,-9.836,0.01,134.943,0,7,0.04,4,56,4930095,2002
Ungu Unnada Selvamae,L.R. Eswari,/artist/lr-eswari-2,03:26,Tamil,07-05-2021,0.21,0.459,0.192,0.815,-3.176,0.06,200.09,0,6,0.04,4,56,3115726,2021
Chinnanchiru,K. S. Chithra,/artist/chitra,04:29,Tamil,09-12-2023,0.54,0.183,0.172,0.427,-6.691,0.008,157.01,1,9,0.083,4,80,10264314,2023
Manmatha Rojave Unai,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,04:49,Tamil,02-06-2007,0.19,0.69,0.378,0.6,-8.383,0.081,147.959,1,6,0.09,4,38,2884383,2007
Nabiye Nirai Saadhakare,K. Mohideen Baig,/artist/k-mohideen-baig-7,03:11,Tamil,09-10-2006,0.48,0.932,0.033,0.387,-2.493,0.01,139.941,0,6,0.0609,4,99,7811905,2006
Neeye Sollu,L.R. Eswari|P.B. Sreenivas,/artist/lr-eswari-2|/artist/pb-sreenivas,04:26,Tamil,03-02-2023,0.74,0.01,0.608,0.1,-2.864,0.099,147.118,1,11,0.023,4,66,581755,2023
Enna Enthan Nenjukkulle,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,04:16,Tamil,03-03-2004,0.66,0.011,0.535,0.704,-8.517,0.052,137.061,0,1,0.032,4,94,8203456,2004
Chennaiyaippaarkkappora,T. K. S. Natarajan,/artist/t-k-s-natarajan-1,06:00,Tamil,03-05-2004,0.51,0.76,0.26,0.0,-12.974,0.038,174.949,0,3,0.076,4,66,2123268,2004
Koonthalukku,T.M. Soundararajan,/artist/tm-soundararajan,03:10,Tamil,03-11-2003,0.22,0.44,0.441,0.626,-10.135,0.0359,139.995,1,9,0.074,4,63,9212155,2003
Sollathe - With Dialogues,T.M. Soundararajan,/artist/tm-soundararajan,03:35,Tamil,02-11-2003,0.39,0.413,0.156,0.027,-5.122,0.0423,142.013,0,7,0.057,4,81,8406556,2003
Varavendum,L.R. Eswari,/artist/lr-eswari-2,03:45,Tamil,10-08-2000,0.43,0.54,0.737,0.6,-5.183,0.0882,142.959,0,10,0.064,4,30,10902250,2000
Kaaviri Penne,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,03:04,Tamil,03-04-2003,0.37,0.796,0.519,0.448,-3.01,0.05,199.968,1,3,0.0212,4,95,9869618,2003
Ayaappa Ayaappa,Soolamangalam Sisters,/artist/soolamangalam-sisters,04:32,Tamil,07-03-2004,0.57,0.304,0.075,0.194,-3.835,0.093,119.882,0,10,0.0675,4,82,5862813,2004
Vaali Vatham - Part 2,Kripanandavariar,/artist/kripanandavariar,21:57,Tamil,09-09-2006,0.05,0.87,0.741,0.4,-13.008,0.047,180.02,1,5,0.09,4,79,9155095,2006
Nilave Nee Satchchi,P. Susheela,/artist/p-suseela-2,03:33,Tamil,08-08-2008,0.86,0.61,0.888,0.4,-10.607,0.0588,169.008,1,6,0.097,4,99,6232682,2008
Ennai Azhaithadhu Yaaradi Kanne,S. Janaki|K J Yesudas,/artist/s-janaki|/artist/k-j-yesudas,03:07,Tamil,03-01-2021,0.71,0.4,0.619,1.0,-6.957,0.07,184.05,0,11,0.039,4,37,3381777,2021
Uppaithinavan Thanikudipan,Kovai Soundarajan|M. S. Viswanathan,/artist/kovai-soundaraj|/artist/m-s-viswanathan-2,06:05,Tamil,05-06-2020,0.88,0.574,0.692,0.826,-8.523,0.052,207.958,1,8,0.0507,4,51,4449619,2020
Poottu Vachi Poomudichi,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:50,Tamil,01-04-2004,0.98,0.863,0.551,0.402,-6.542,0.0031,130.063,0,6,0.0531,4,41,97806,2004
Nenachen Nadanthathamma,Vani Jairam,/artist/vani-jayaram,04:36,Tamil,07-09-2009,0.01,0.22,0.758,0.8,-11.9,0.037,186.048,1,8,0.0344,4,34,5384174,2009
Inangalile,K J Yesudas|Swarna,/artist/k-j-yesudas|/artist/swarna,04:01,Tamil,07-12-2003,0.11,0.312,0.984,0.15,-3.38,0.072,144.081,1,5,0.0867,4,27,527073,2003
Kunguma Pottu Kulunguthadi,S. Janaki|P. Susheela,/artist/s-janaki|/artist/p-suseela-2,05:52,Tamil,11-07-2009,0.07,0.36,0.596,0.6,-2.148,0.0243,155.938,1,11,0.089,4,43,8242523,2009
Raman Yethanai,P. Susheela,/artist/p-suseela-2,03:26,Tamil,12-08-2001,0.98,0.21,0.691,0.529,-12.359,0.0447,151.85,1,5,0.0354,4,89,1281066,2001
Rosave Rasa,K. S. Chithra|Mano,/artist/chitra|/artist/mano,04:23,Tamil,06-04-2002,0.44,0.755,0.185,0.337,-12.201,0.0627,129.975,1,1,0.01,4,39,1858159,2002
Koluse Koluse _Male,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:33,Tamil,04-03-2002,0.62,0.397,0.6,0.698,-8.434,0.045,146.142,0,11,0.048,4,72,7579424,2002
Malargale Edho Edho,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,04:16,Tamil,12-03-2004,0.6,0.6,0.9,0.4,-4.459,0.04,109.003,1,1,0.013,4,85,5257819,2004
Vedathim Ulle,Soolamangalam Sisters,/artist/soolamangalam-sisters,03:03,Tamil,01-03-2006,0.29,0.512,0.721,0.764,-4.3,0.02,130.146,0,10,0.0549,4,49,1419503,2006
Ah Aha Indru Then Nilavu,L.R. Eswari,/artist/lr-eswari-2,03:42,Tamil,04-03-2009,0.4,0.09,0.873,0.6,-6.232,0.0928,144.999,1,8,0.055,4,30,7315247,2009
Hallo My Darling,Saibaba|L.R. Eswari,/artist/saibaba|/artist/lr-eswari-2,04:02,Tamil,10-03-2002,0.88,0.28,0.73,0.3,-5.037,0.08,140.931,1,1,0.058,4,62,2699087,2002
Kottayile Oru Aalamaram,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,03:25,Tamil,03-03-2005,0.06,0.128,0.043,0.965,-8.715,0.045,130.053,1,9,0.0138,4,52,5111083,2005
Aarambame Ippathannu,Malaysia Vasudevan|T.L. Magarajan|S. P. Sailaja,/artist/malaysia-vasudevan|/artist/tl-magarajan|/artist/s-p-sailaja-2,07:58,Tamil,09-05-2008,0.66,0.045,0.618,0.805,-4.58,0.017,145.97,1,8,0.004,4,40,8881641,2008
Unakkakavea naan uyir,S. Janaki,/artist/s-janaki,04:23,Tamil,03-11-2007,0.3,0.25,0.538,0.262,-7.924,0.0759,135.019,0,4,0.0386,4,69,11300741,2007
Quo-Dharma,M. S. Viswanathan,/artist/m-s-viswanathan-2,03:45,Tamil,06-02-2004,0.42,0.28,0.315,0.2,-6.475,0.063,189.01,0,6,0.005,4,88,1873523,2004
Konja Neram Ennai Marenthean,S. Janaki|T M S Selvakumar,/artist/s-janaki|/artist/t-m-s-selvakumar,05:38,Tamil,06-06-2002,0.09,0.42,0.753,0.4,-8.038,0.0836,104.082,0,6,0.08,4,78,3168714,2002
Thattu Thadumari Nenjam,Sirkazhi Govindarajan|L.R. Eswari,/artist/sirkazhi-govindarajan|/artist/lr-eswari-2,03:40,Tamil,11-12-2001,0.93,0.655,0.924,0.636,-9.528,0.098,193.976,1,11,0.02,4,43,2038282,2001
Neeraadum,P. Susheela,/artist/p-suseela-2,03:29,Tamil,09-06-2002,0.3,0.799,0.915,0.992,-8.619,0.029,166.145,1,6,0.0292,4,41,265575,2002
Raathiri Mella - 2,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,05:14,Tamil,11-09-2006,0.94,0.343,0.896,0.668,-3.938,0.0802,155.062,0,10,0.07,4,43,6775055,2006
Bajanai Pazhakkamilla,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,05:21,Tamil,01-12-2008,0.13,0.59,0.446,0.8,-9.99,0.0718,179.604,1,1,0.07,4,82,9242095,2008
Maalaiyittaan,Vani Jairam|T.M. Soundararajan,/artist/vani-jayaram|/artist/tm-soundararajan,03:19,Tamil,11-02-2005,0.55,0.863,0.309,0.166,-7.784,0.069,131.093,1,9,0.0225,4,48,2486406,2005
Naakkile Mookkile,Vani Jairam|Malaysia Vasudevan,/artist/vani-jayaram|/artist/malaysia-vasudevan,03:57,Tamil,04-11-2008,0.61,0.517,0.355,0.899,-12.631,0.0491,119.979,1,3,0.03,4,76,10150482,2008
Angayarkkanni,Kalaimamani L.R. Easwari,/artist/kalaimamani-lr-easwari,04:48,Tamil,06-12-2005,0.84,0.7,0.157,0.8,-8.14,0.08,163.949,0,10,0.078,4,51,11261658,2005
Azhakana Sonthangal,K J Yesudas|Vani Jairam,/artist/k-j-yesudas|/artist/vani-jayaram,04:40,Tamil,01-05-2003,0.25,0.225,0.232,0.001,-8.463,0.0067,172.382,1,0,0.07,4,44,2272711,2003
Yesunathar Pesinal,B Vasanta,/artist/b-vasanta,03:46,Tamil,09-03-2006,0.2,0.1,0.963,0.2,-4.066,0.0544,176.841,1,1,0.056,4,41,5310614,2006
Nitham Nitham Yen Kannodu,S. P. Balasubrahmanyam|M. S. Viswanathan,/artist/s-p-balasubrahamanyam|/artist/m-s-viswanathan-2,05:19,Tamil,06-05-2007,0.01,0.487,0.864,0.209,-12.583,0.0613,141.039,1,2,0.036,4,68,9992889,2007
Ponaale,T.M. Soundararajan,/artist/tm-soundararajan,03:52,Tamil,12-01-2009,0.11,0.5,0.413,0.4,-8.889,0.082,157.97,0,8,0.05,4,37,7620900,2009
Neerazhi Mandabathil,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,04:35,Tamil,04-01-2002,0.45,0.545,0.392,0.184,-3.8,0.0503,134.955,0,10,0.09,4,66,8056312,2002
Indru Vantha Sonthama,T.M. Soundararajan,/artist/tm-soundararajan,03:33,Tamil,05-05-2001,0.24,0.06,0.206,0.9,-9.907,0.044,128.202,1,6,0.058,4,37,7332618,2001
Naan Uyir Pizhaithaen,T.M. Soundararajan,/artist/tm-soundararajan,03:05,Tamil,01-09-2002,0.08,0.262,0.906,0.449,-4.436,0.04,199.932,1,0,0.0,4,71,4795599,2002
Theru Paarkka Vanthirukkum,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,05:34,Tamil,03-02-2002,0.17,0.71,0.876,0.8,-7.631,0.095,149.991,0,11,0.0031,4,28,4434391,2002
Iru Vizhigal,S. Janaki|P. Jayachandran,/artist/s-janaki|/artist/p-jayachandran-1,04:02,Tamil,08-02-2001,0.85,0.453,0.064,0.332,-5.483,0.028,146.975,0,10,0.07,4,45,6938950,2001
Vaanuyarntha,P. Jayachandran,/artist/p-jayachandran-1,03:36,Tamil,03-12-2006,0.27,0.47,0.58,0.8,-12.91,0.0019,150.098,1,1,0.0,4,46,11119786,2006
Utrumai Servathu Pann Pazham Panjuram,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,01:55,Tamil,02-05-2005,0.83,0.18,0.614,0.7,-13.689,0.08,195.958,1,0,0.003,4,70,8878314,2005
Ithu Ragazhi Matham,L.R. Eswari,/artist/lr-eswari-2,03:28,Tamil,05-12-2008,0.3,0.122,0.749,0.628,-7.303,0.003,164.902,0,1,0.0179,4,92,9409894,2008
Neengatha Ennam,Malaysia Vasudevan|S. Janaki,/artist/malaysia-vasudevan|/artist/s-janaki,04:07,Tamil,02-07-2001,0.18,0.08,0.234,0.8,-7.501,0.01,172.045,1,8,0.0564,4,97,10941315,2001
Kalidasa Mahakavi,Sirkazhi Govindarajan|P Leela,/artist/sirkazhi-govindarajan|/artist/p-leela,05:01,Tamil,06-04-2001,0.16,0.823,0.09,0.211,-11.18,0.09,150.19,0,7,0.096,4,95,9423416,2001
Manjal Andhi,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,04:09,Tamil,04-04-2001,0.12,0.17,0.254,1.0,-11.458,0.04,162.043,0,3,0.04,4,67,257420,2001
Adi Mathalam Kotti,L.R. Eswari,/artist/lr-eswari-2,04:03,Tamil,11-12-2021,0.6,0.66,0.734,0.2,-9.411,0.058,172.066,0,2,0.1,4,98,3968898,2021
Instrumental Tunes (Thiruvizha Thiruvizha),Gangai Amaran,/artist/gangai-amaran,05:25,Tamil,05-09-2021,0.51,0.631,0.59,0.264,-2.46,0.0091,119.998,1,4,0.0305,4,44,6685511,2021
Kalyana Naal Paarkka,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,04:28,Tamil,05-04-2023,0.82,0.02,0.358,0.8,-6.04,0.05,170.808,1,1,0.0019,4,32,8111205,2023
He Mantharappoove,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:28,Tamil,09-04-2009,0.91,0.215,0.12,0.475,-13.757,0.06,139.918,0,3,0.04,4,69,4275862,2009
Vettina Thappu Ille,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:35,Tamil,09-08-2003,0.09,0.53,0.726,0.4,-12.294,0.0253,148.098,1,2,0.0737,4,86,6068820,2003
Sondhil Andavan,Soolamangalam Sisters,/artist/soolamangalam-sisters,03:42,Tamil,02-07-2006,0.84,0.93,0.39,1.0,-4.927,0.09,134.227,0,0,0.081,4,95,6742566,2006
Polla Pokkiri,Malaysia Vasudevan,/artist/malaysia-vasudevan,03:45,Tamil,08-01-2020,0.84,0.78,0.966,0.6,-9.696,0.07,159.931,1,8,0.016,4,92,1756500,2020
Kandathai Kettathai,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,03:18,Tamil,12-05-2022,0.21,0.062,0.646,0.05,-10.135,0.0859,145.053,0,11,0.0445,4,26,7830736,2022
Thaikkulame Thaikkulame,T.M. Soundararajan|M. R. Vijaya|Sri Pathi,/artist/tm-soundararajan|/artist/m-r-vijaya-1|/artist/sri-pathi,05:00,Tamil,01-01-2023,0.3,0.138,0.183,0.1,-4.162,0.04,155.063,0,11,0.0639,4,82,730708,2023
Then Mazhaiyile,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:42,Tamil,05-08-2006,0.1,0.306,0.93,0.569,-13.199,0.026,164.564,1,10,0.03,4,89,8915007,2006
Amaidhiyana,K. S. Chithra,/artist/chitra,04:29,Tamil,05-07-2004,0.66,0.3,0.657,0.2,-9.158,0.0514,184.024,1,10,0.0482,4,54,6746830,2004
Aruppu Kotta Machchan,L.R. Eswari,/artist/lr-eswari-2,03:17,Tamil,01-12-2002,0.21,0.418,0.967,0.438,-10.856,0.0947,202.002,1,1,0.0819,4,97,3040080,2002
Thodudaiya Seviyan,Dharmapuram P. Swaminathan,/artist/dharmapuram-p-swaminathan-2,03:31,Tamil,06-02-2003,0.82,0.43,0.598,0.8,-12.5,0.0764,164.037,1,10,0.02,4,92,7323684,2003
Chinna Chinaa Kannanukku,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:14,Tamil,06-05-2007,0.05,0.03,0.786,0.792,-6.728,0.03,159.897,0,9,0.0463,4,37,5401360,2007
Kanna Vaa (Pathos),M.S.Rajeswari,/artist/msrajeswari-1,04:28,Tamil,09-09-2005,0.7,0.27,0.63,0.6,-4.599,0.08,105.039,1,5,0.04,4,69,4102710,2005
Azhagiya Kanne,S. Janaki,/artist/s-janaki,04:52,Tamil,06-11-2006,0.82,0.225,0.833,0.947,-3.089,0.0465,199.97,0,11,0.0,4,53,202656,2006
Sirippen Sirippen,Dr Sirkazhi G. Sivachidambaram|L.R. Eswari,/artist/dr-sirkazhi-g-sivachidambaram|/artist/lr-eswari-2,03:23,Tamil,09-02-2009,0.98,0.1,0.835,0.6,-10.706,0.052,170.77,0,0,0.097,4,84,9525621,2009
Thenoorum Thanneerin,P. Susheela,/artist/p-suseela-2,04:01,Tamil,04-02-2002,0.69,0.179,0.762,0.199,-12.874,0.08,160.024,0,0,0.0682,4,60,3764223,2002
Yaaraithaan Nambuvatho,P. Susheela,/artist/p-suseela-2,03:39,Tamil,03-11-2022,0.48,0.679,0.802,0.655,-7.556,0.095,123.985,0,4,0.06,4,51,1698274,2022
Sayonara - Spbalasubramaniam,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,01:46,Tamil,09-03-2008,0.39,0.92,0.329,0.7,-10.862,0.0435,164.54,0,9,0.047,4,86,546659,2008
Adhey Mugam,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,05:00,Tamil,09-04-2006,0.38,0.535,0.301,0.969,-10.215,0.08,169.83,1,1,0.08,4,74,7804786,2006
Penn Paarkka Maapppillai,Jamuna Rani,/artist/jamuna-rani,03:38,Tamil,12-07-2004,0.1,0.195,0.978,0.779,-10.373,0.03,174.748,1,2,0.01,4,57,11119706,2004
Aadamal Aadugiren,P. Susheela,/artist/p-suseela-2,04:04,Tamil,04-03-2005,0.02,0.38,0.712,0.2,-5.371,0.02,139.985,1,2,0.0176,4,78,10272651,2005
Hey Kannamma,K J Yesudas|S. Janaki,/artist/k-j-yesudas|/artist/s-janaki,04:45,Tamil,11-12-2008,0.51,0.287,0.557,0.147,-9.436,0.048,177.251,1,1,0.06,4,50,11110096,2008
Aarivar Aararo,Helen Satya,/artist/helen-satya,04:23,Tamil,09-01-2008,0.92,0.87,0.248,0.2,-8.987,0.0422,195.996,0,4,0.02,4,26,10856397,2008
Baley Baley,Malaysia Vasudevan Kveeramani,/artist/malaysia-vasudevan-kveeramani,04:32,Tamil,06-05-2006,0.14,0.31,0.803,0.6,-6.165,0.0055,164.256,0,4,0.04,4,36,3664709,2006
Abirami,S. Sarala,/artist/s-sarala-1,03:02,Tamil,09-11-2006,0.49,0.878,0.446,0.406,-10.325,0.0113,129.103,1,11,0.07,4,52,7719390,2006
Thayangathy Mayangathey,K. Mohideen Baig,/artist/k-mohideen-baig-5,02:55,Tamil,09-08-2008,0.73,0.93,0.809,0.6,-10.624,0.0,184.104,0,10,0.01,4,64,9718051,2008
Govinda Nama,T.M. Soundararajan|Rajkumar Bharathi,/artist/tm-soundararajan|/artist/rajkumar-bharathi,03:24,Tamil,01-12-2002,0.84,0.792,0.536,0.132,-7.81,0.09,196.272,0,6,0.014,4,70,8648014,2002
Malar Pol Sirippathu (Sweet Sixteen),Vani Jairam,/artist/vani-jayaram,04:28,Tamil,04-03-2021,0.81,0.43,0.75,0.4,-11.246,0.08,138.491,0,11,0.06,4,94,5885338,2021
Kannapura Ooraathaa,P. Susheela,/artist/p-suseela-2,03:46,Tamil,01-06-2004,0.98,0.05,0.04,0.0,-2.103,0.0721,130.112,1,4,0.0598,4,100,3678832,2004
Thalaiyil Kiridangal,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:33,Tamil,06-11-2005,0.76,0.048,0.024,0.153,-12.218,0.01,140.04,0,5,0.0353,4,38,626505,2005
Oru Ooril,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:26,Tamil,09-03-2003,0.7,0.2,0.454,0.5,-4.849,0.066,191.972,1,1,0.097,4,25,1214155,2003
Ponnuna Ponnu Yemmamperiya,Malaysia Vasudevan|S. Janaki,/artist/malaysia-vasudevan|/artist/s-janaki,04:28,Tamil,12-12-2023,0.99,0.88,0.619,0.0,-9.852,0.1,112.048,1,2,0.07,4,29,2809228,2023
Janani Janani,P. Jayachandran|S. P. Sailaja,/artist/p-jayachandran-1|/artist/s-p-sailaja-2,05:05,Tamil,08-04-2006,0.88,0.238,0.089,0.402,-13.853,0.049,127.026,1,1,0.0813,4,98,8377233,2006
Kaalai Neram Oruvan,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,04:06,Tamil,05-06-2021,0.73,0.3,0.48,0.0,-12.109,0.07,199.955,1,1,0.0854,4,78,9450802,2021
Kattippidi Kathal Kodi,Asha Ramani|P. Jayachandran,/artist/asha-ramani|/artist/p-jayachandran-1,02:15,Tamil,05-01-2021,0.14,0.056,0.766,0.003,-7.913,0.082,175.837,1,9,0.05,4,45,1362020,2021
Irandu Kaigal - Duet,K J Yesudas|S. P. Balasubrahmanyam,/artist/k-j-yesudas|/artist/s-p-balasubrahamanyam,04:06,Tamil,07-01-2007,0.75,0.33,0.388,0.5,-10.012,0.078,135.044,1,2,0.089,4,66,1790155,2007
Pachaikkili,S.Padma,/artist/spadma,02:07,Tamil,12-04-2021,0.89,0.32,0.066,0.3,-12.14,0.0853,151.916,0,10,0.04,4,54,1689501,2021
Kanniparuvam,Jamuna Rani|Tiruchi Loganathan,/artist/jamuna-rani|/artist/tiruchi-loganathan,03:13,Tamil,11-03-2008,0.83,0.542,0.061,0.888,-9.839,0.09,149.994,0,2,0.0244,4,92,8974610,2008
Poomudippaal,T.M. Soundararajan,/artist/tm-soundararajan,06:21,Tamil,02-01-2001,0.55,0.22,0.798,0.2,-9.298,0.05,159.992,1,8,0.0,4,69,3870204,2001
